"Park","EntityID","FacilityID","CustomerState","StartDate"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-08-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-06-04"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-23"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-05-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-06-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-05-16"
"SALMON RIVER (4 Rivers)","376","234622","NV","2010-04-15"
"SALMON RIVER (4 Rivers)","376","234622","WV","2010-08-29"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-09-05"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-06-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-09-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-09-04"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-07-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2010-07-09"
"SALMON RIVER (4 Rivers)","376","234622","CO","2010-08-15"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2010-07-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-07-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-08-27"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-28"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-07-24"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-06-30"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-08-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-07-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-06-09"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-08-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-08-14"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2010-06-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-07-02"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-07-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-09-01"
"SALMON RIVER (4 Rivers)","376","234622","CO","2010-07-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-30"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-08"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-07-27"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-09-04"
"SALMON RIVER (4 Rivers)","376","234622","FL","2010-06-29"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-07-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-08"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-05-27"
"SELWAY RIVER (4 Rivers)","378","234624","WA","2010-05-28"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-07-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","KS","2010-09-09"
"SALMON RIVER (4 Rivers)","376","234622","NV","2010-06-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MN","2010-06-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WY","2010-06-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MN","2010-06-17"
"SELWAY RIVER (4 Rivers)","378","234624","WV","2010-06-16"
"SALMON RIVER (4 Rivers)","376","234622","WV","2010-06-24"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-06-20"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-06-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2010-08-31"
"SALMON RIVER (4 Rivers)","376","234622","NM","2010-07-20"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2010-07-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2010-07-20"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WY","2010-08-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-06-13"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-29"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-07-05"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-07-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-14"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-06-24"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-08-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-06-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-08-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2010-06-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-08-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-07-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-08"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-06-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-08-08"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-08-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-01"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-08-29"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-07-28"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-07-31"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-08-04"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WY","2010-06-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-26"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-09-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-09-01"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-06-04"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-08-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","VI","2010-06-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-12"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-29"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2010-07-08"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-06-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-01"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-07-10"
"SALMON RIVER (4 Rivers)","376","234622","CO","2010-06-28"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-24"
"SALMON RIVER (4 Rivers)","376","234622","NV","2010-07-16"
"SELWAY RIVER (4 Rivers)","378","234624","UT","2010-05-23"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-04"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-07-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-08-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-08-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-07-13"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-07-10"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2010-06-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-10"
"SELWAY RIVER (4 Rivers)","378","234624","WY","2010-06-27"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-09-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-07-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-28"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-06-29"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-07-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-07-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NM","2010-06-29"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-07-08"
"SALMON RIVER (4 Rivers)","376","234622","TN","2010-06-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","NM","2010-08-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","NM","2010-08-30"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-08-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2010-05-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-07-16"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-29"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2010-05-22"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-08-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-06-21"
"SALMON RIVER (4 Rivers)","376","234622","NM","2010-08-18"
"SALMON RIVER (4 Rivers)","376","234622","CO","2010-08-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-19"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-07-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-22"
"SALMON RIVER (4 Rivers)","376","234622","AK","2010-09-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2010-07-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2010-07-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","BC","2010-07-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-15"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-06-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-06-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-28"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-09-03"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-06-08"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-07-12"
"SALMON RIVER (4 Rivers)","376","234622","MO","2010-07-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-06-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-22"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-23"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-01"
"SALMON RIVER (4 Rivers)","376","234622","TX","2010-06-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-06-29"
"SALMON RIVER (4 Rivers)","376","234622","NM","2010-08-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-08-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-07-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-06-10"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-08-29"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-05"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-07-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-06-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CT","2010-06-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-06-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-31"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-08-28"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-07-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2010-06-14"
"SELWAY RIVER (4 Rivers)","378","234624","CO","2010-05-24"
"SELWAY RIVER (4 Rivers)","378","234624","CO","2010-06-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-09-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-08-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2010-08-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-06-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-13"
"SALMON RIVER (4 Rivers)","376","234622","CO","2010-07-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-08-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-08-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-13"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-09-17"
"SALMON RIVER (4 Rivers)","376","234622","GA","2010-08-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-06-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WY","2010-06-05"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-08-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NM","2010-09-03"
"SALMON RIVER (4 Rivers)","376","234622","WY","2010-07-15"
"SELWAY RIVER (4 Rivers)","378","234624","OR","2010-05-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-08-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-09-06"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-07-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-06-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-06-12"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2010-07-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MN","2010-07-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NC","2010-06-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-09-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-28"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-28"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-08-28"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-07-05"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","NC","2010-06-13"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-08-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-18"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","TX","2010-07-17"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-08-04"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-08-25"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-06-27"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-29"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-09-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-05-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2010-08-18"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-26"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-07-08"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-07-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-06-18"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-09-07"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2010-06-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-06-24"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-07-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-06-03"
"SELWAY RIVER (4 Rivers)","378","234624","UT","2010-05-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-06-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MO","2010-06-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-07-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-06-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-08-10"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-06-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-08-22"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-07-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-07-14"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-05-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-06-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-06-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2010-06-11"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-06-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-07-14"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-18"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-08-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","NM","2010-06-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-06-11"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-09-04"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-07-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-15"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-07-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-09-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-08-15"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-06-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-07-28"
"SELWAY RIVER (4 Rivers)","378","234624","MT","2010-07-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-08-11"
"SALMON RIVER (4 Rivers)","376","234622","CO","2010-05-31"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-02"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-08-14"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-09-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-07-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-06-03"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2010-07-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-08-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-09-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2010-07-30"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2010-09-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-07-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-03"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UNKN","2010-07-30"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NY","2010-07-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-05-28"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-06-15"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-06-15"
"SALMON RIVER (4 Rivers)","376","234622","CA","2010-06-14"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-14"
"SALMON RIVER (4 Rivers)","376","234622","OR","2010-08-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-23"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-01"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2010-06-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2010-05-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-07-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-09-03"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-08-12"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-08-19"
"SALMON RIVER (4 Rivers)","376","234622","UT","2010-08-13"
"SALMON RIVER (4 Rivers)","376","234622","WA","2010-08-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-09-05"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-08-03"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-08-12"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-07-26"
"SELWAY RIVER (4 Rivers)","378","234624","WY","2010-06-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2010-07-14"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-06-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-07-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2010-09-09"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2010-07-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-18"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-06-10"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-06-22"
"SALMON RIVER (4 Rivers)","376","234622","MT","2010-06-01"
"SALMON RIVER (4 Rivers)","376","234622","TN","2010-09-05"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2010-07-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2010-08-13"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-08-24"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-30"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-07-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-06-26"
"SELWAY RIVER (4 Rivers)","378","234624","TX","2010-06-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2010-06-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-07-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-07-02"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-27"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-09-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-08-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-08-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2010-06-28"
"SALMON RIVER (4 Rivers)","376","234622","ID","2010-07-25"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2010-07-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2010-06-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2010-06-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2010-05-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2010-06-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2010-08-12"
